,Unnamed: 0,X,Y,LSOA code,Unnamed: 0.1,Local authority name,Local authority code,MSOA name,MSOA code,LSOA name,Total_number_of_domestic_electricity_meters,Total_domestic_electricity_consumption_kWh,Predicted_Electricity_Consumption_kWH,Mean_domestic_electricity_consumption_kWh_per_meter,Median_domestic_electricity_consumption_kWh_per_meter,Year,Ratio_Consumption_per_Meter,Mean_price_paid
298021,34323,183385.853,207342.556,W01000614,399944.0,Pembrokeshire,W06000009,Pembrokeshire 008,W02000133,Pembrokeshire 008D,781.0,3510148.0,4483.521408222106,4494.0,3415.0,2014.0,4494.427656850192,219611.721615
297625,33392,194145.585,215749.708,W01000570,399504.0,Pembrokeshire,W06000009,Pembrokeshire 005,W02000130,Pembrokeshire 005C,681.0,2141020.0,3196.0733250064136,3144.0,2843.0,2014.0,3143.935389133627,75846.98547999999
297978,33025,199418.742,201099.984,W01000609,399896.0,Pembrokeshire,W06000009,Pembrokeshire 014,W02000139,Pembrokeshire 014D,1209.0,4185359.6,3592.6158996399436,3461.835897,2935.4,2016.0,3461.835897435897,191592.388535
297525,33770,221884.209,235949.104,W01000559,399393.0,Pembrokeshire,W06000009,Pembrokeshire 001,W02000126,Pembrokeshire 001B,608.0,3090893.2,5000.109172485097,5083.705921,4102.8,2013.0,5083.705921052632,184627.285355
297532,34478,214684.236,236901.649,W01000560,399401.0,Pembrokeshire,W06000009,Pembrokeshire 001,W02000126,Pembrokeshire 001C,533.0,2766337.4,4600.511887861673,5190.126454,4221.1,2011.0,5190.126454033771,0.0
297620,34481,194892.727,216089.111,W01000569,399498.0,Pembrokeshire,W06000009,Pembrokeshire 005,W02000130,Pembrokeshire 005B,508.0,1781972.8,3329.963479052532,3507.820472,2917.35,2018.0,3507.8204724409447,130432.92298250001
297771,32949,195085.693,214136.354,W01000586,399666.0,Pembrokeshire,W06000009,Pembrokeshire 006,W02000131,Pembrokeshire 006C,943.0,3336255.15,3385.585359763428,3537.916384000001,3014.8,2016.0,3537.916383881229,130283.5227275
297843,34278,190401.326,206344.47,W01000594,399746.0,Pembrokeshire,W06000009,Pembrokeshire 012,W02000137,Pembrokeshire 012E,1074.0,3260233.9,3049.4362715384877,3035.599535000001,2587.0,2016.0,3035.599534450652,94048.32895125
297503,33761,187924.848,220570.653,W01000556,399368.0,Pembrokeshire,W06000009,Pembrokeshire 008,W02000133,Pembrokeshire 008B,679.0,2546926.833,4236.32412039426,3750.996809,2952.2,2018.0,3750.996808541973,219777.46795
297513,33769,219717.248,242668.119,W01000558,399380.0,Pembrokeshire,W06000009,Pembrokeshire 001,W02000126,Pembrokeshire 001A,923.0,4414132.6,4580.799704075889,4782.375514626218,3798.5,2010.0,4782.375514626218,164309.367325
298054,34334,181503.44,224744.487,W01000618,399981.0,Pembrokeshire,W06000009,Pembrokeshire 003,W02000128,Pembrokeshire 003D,803.0,3876231.7,4836.029677837238,4827.187671,3876.6,2011.0,4827.187671232878,234723.45915749998
297560,34477,209446.74,206035.764,W01000563,399432.0,Pembrokeshire,W06000009,Pembrokeshire 011,W02000136,Pembrokeshire 011B,470.0,2519593.8,5342.389940031597,5360.837872,4113.55,2012.0,5360.837872340425,215009.17585749997
297913,33015,197238.793,203928.675,W01000602,399824.0,Pembrokeshire,W06000009,Pembrokeshire 013,W02000138,Pembrokeshire 013C,677.0,2297036.0,3621.276744181561,3393.0,2821.0,2014.0,3392.96307237814,161456.5178575
297631,33393,194373.286,215425.982,W01000571,399511.0,Pembrokeshire,W06000009,Pembrokeshire 006,W02000131,Pembrokeshire 006A,1131.0,4236997.8,3699.247711002689,3746.240318,3309.4,2011.0,3746.240318302387,156355.67307750002
297734,32956,208429.177,227237.904,W01000582,399625.0,Pembrokeshire,W06000009,Pembrokeshire 004,W02000129,Pembrokeshire 004A,705.0,3507864.3,4970.952248630517,4975.694043,3834.7,2015.0,4975.694042553191,209467.825815
298009,34329,215978.91600000003,245786.749,W01000613,399931.0,Pembrokeshire,W06000009,Pembrokeshire 001,W02000126,Pembrokeshire 001E,1172.0,5316754.3,4571.201674244145,4536.479778,3416.9,2011.0,4536.479778156997,195932.088295
297941,33013,196121.262,202764.315,W01000605,399855.0,Pembrokeshire,W06000009,Pembrokeshire 013,W02000138,Pembrokeshire 013F,779.0,2854016.9,3642.146918260769,3663.693068,3262.0,2015.0,3663.693068035943,124260.3599175
297779,32947,190771.85,205934.258,W01000587,399675.0,Pembrokeshire,W06000009,Pembrokeshire 010,W02000135,Pembrokeshire 010A,1158.0,3605049.6,3359.9664732784195,3113.168912,2485.0,2015.0,3113.168911917099,117286.48951500001
297819,34282,188869.639,206138.973,W01000592,399720.0,Pembrokeshire,W06000009,Pembrokeshire 012,W02000137,Pembrokeshire 012D,520.0,2037912.1,3821.4333586392413,3919.061730769231,3643.7,2010.0,3919.061730769231,92497.6190475
298102,33655,200988.276,221751.469,W01000623,400034.0,Pembrokeshire,W06000009,Pembrokeshire 004,W02000129,Pembrokeshire 004D,785.0,4013906.0,5031.058527943234,5113.0,4058.0,2014.0,5113.256050955414,188277.579205
298104,33655,200988.276,221751.469,W01000623,400036.0,Pembrokeshire,W06000009,Pembrokeshire 004,W02000129,Pembrokeshire 004D,793.0,3900074.95,4718.298373301702,4918.1273009999995,3865.6,2016.0,4918.127301387138,193440.9948925
297887,34288,195876.397,205490.6,W01000599,399795.0,Pembrokeshire,W06000009,Pembrokeshire 009,W02000134,Pembrokeshire 009D,967.0,3640778.4,3669.1048981705812,3765.0241990000004,3105.9,2015.0,3765.0241985522243,162778.2168925
297501,33761,187924.848,220570.653,W01000556,399366.0,Pembrokeshire,W06000009,Pembrokeshire 008,W02000133,Pembrokeshire 008B,677.0,2590424.5,4225.5832587660125,3826.328656,3052.2,2016.0,3826.328655834565,195646.0708525
297992,34332,196899.71,217918.037,W01000611,399912.0,Pembrokeshire,W06000009,Pembrokeshire 004,W02000129,Pembrokeshire 004C,782.0,3906211.6,4510.851070673083,4995.155499,3814.95,2012.0,4995.155498721229,167384.68510499998
297976,33025,199418.742,201099.984,W01000609,399894.0,Pembrokeshire,W06000009,Pembrokeshire 014,W02000139,Pembrokeshire 014D,1189.0,4372656.0,3739.5785248543457,3678.0,3172.0,2014.0,3677.591253153911,174740.18305
297520,33769,219717.248,242668.119,W01000558,399387.0,Pembrokeshire,W06000009,Pembrokeshire 001,W02000126,Pembrokeshire 001A,943.0,4074020.6,4281.109010412496,4320.276352000001,3421.6,2017.0,4320.276352067868,167779.5977025
297475,33766,215284.938,207581.113,W01000553,399337.0,Pembrokeshire,W06000009,Pembrokeshire 011,W02000136,Pembrokeshire 011A,709.0,3282474.6,4553.61063197855,4629.7244009999995,3462.2,2017.0,4629.724400564175,200504.9242425
297988,34726,211807.756,200462.023,W01000610,399907.0,Pembrokeshire,W06000009,Pembrokeshire 016,W02000141,Pembrokeshire 016A,827.0,3316950.2,3924.9324516900006,4010.8224909999994,2914.9,2017.0,4010.8224909310775,280248.10453500005
297987,34726,211807.756,200462.023,W01000610,399906.0,Pembrokeshire,W06000009,Pembrokeshire 016,W02000141,Pembrokeshire 016A,823.0,3256821.7,4010.0168849799975,3957.256015,2936.8,2016.0,3957.256014580802,255113.6941075
298014,34329,215978.91600000003,245786.749,W01000613,399936.0,Pembrokeshire,W06000009,Pembrokeshire 001,W02000126,Pembrokeshire 001E,1206.0,5162768.85,4408.964247715001,4280.902861,3058.1,2016.0,4280.902860696517,199792.1947025
297709,33395,194130.451,229288.999,W01000579,399597.0,Pembrokeshire,W06000009,Pembrokeshire 003,W02000128,Pembrokeshire 003A,1041.0,5041865.4,4675.353502190215,4843.2904899999985,3432.6,2017.0,4843.290489913545,177191.6923225
