,Unnamed: 0,X,Y,LSOA code,Unnamed: 0.1,Local authority name,Local authority code,MSOA name,MSOA code,LSOA name,Total_number_of_domestic_electricity_meters,Total_domestic_electricity_consumption_kWh,Predicted_Electricity_Consumption_kWH,Mean_domestic_electricity_consumption_kWh_per_meter,Median_domestic_electricity_consumption_kWh_per_meter,Year,Ratio_Consumption_per_Meter,Mean_price_paid
297795,32961,189583.93,206023.88600000003,W01000589,399693.0,Pembrokeshire,W06000009,Pembrokeshire 012,W02000137,Pembrokeshire 012A,551.0,1775336.3,3328.9382937986934,3222.025953000001,2684.6,2013.0,3222.025952813068,89278.13852800002
298017,34323,183385.853,207342.556,W01000614,399940.0,Pembrokeshire,W06000009,Pembrokeshire 008,W02000133,Pembrokeshire 008D,770.0,3655802.3,4648.859006723843,4747.795194805194,3539.4,2010.0,4747.795194805194,172569.32234500002
297943,33013,196121.262,202764.315,W01000605,399857.0,Pembrokeshire,W06000009,Pembrokeshire 013,W02000138,Pembrokeshire 013F,797.0,2674313.056,3398.976088417203,3355.4743479999997,2992.1,2017.0,3355.47434880803,115839.8324275
298071,33656,213290.202,200433.288,W01000620,400000.0,Pembrokeshire,W06000009,Pembrokeshire 016,W02000141,Pembrokeshire 016C,889.0,3075222.8,3212.5689525649773,3459.1932508436444,2260.1,2010.0,3459.1932508436444,193366.7992425
298026,34325,213112.94,204452.742,W01000615,399950.0,Pembrokeshire,W06000009,Pembrokeshire 011,W02000136,Pembrokeshire 011E,781.0,2988017.9,3787.443422040686,3825.887195902689,3042.7,2010.0,3825.887195902689,215774.98958249998
297705,33395,194130.451,229288.999,W01000579,399593.0,Pembrokeshire,W06000009,Pembrokeshire 003,W02000128,Pembrokeshire 003A,1020.0,5087566.3,4823.385390895392,4987.810098,3825.65,2013.0,4987.8100980392155,168046.42990000002
297570,34475,211583.831,205819.653,W01000564,399443.0,Pembrokeshire,W06000009,Pembrokeshire 011,W02000136,Pembrokeshire 011C,554.0,2659745.6,4687.00888913977,4800.984838,3511.65,2013.0,4800.9848375451265,174089.19600250002
297780,32947,190771.85,205934.258,W01000587,399676.0,Pembrokeshire,W06000009,Pembrokeshire 010,W02000135,Pembrokeshire 010A,1159.0,3614693.5,3259.3609335722167,3118.80371,2493.2,2016.0,3118.803710094909,112801.48809249999
297811,34284,189291.193,206284.214,W01000591,399711.0,Pembrokeshire,W06000009,Pembrokeshire 012,W02000137,Pembrokeshire 012C,498.0,2027240.2,3788.4120065416523,4070.763454,3519.2,2011.0,4070.763453815261,120938.4920625
297741,32954,212075.911,219681.855,W01000583,399633.0,Pembrokeshire,W06000009,Pembrokeshire 004,W02000129,Pembrokeshire 004B,562.0,2488667.2,4835.364853691059,4428.233452,3875.75,2013.0,4428.233451957296,197487.5
297739,32954,212075.911,219681.855,W01000583,399631.0,Pembrokeshire,W06000009,Pembrokeshire 004,W02000129,Pembrokeshire 004B,560.0,2587989.5,5002.778668019022,4621.409821,3909.1,2011.0,4621.409821428571,202278.70119
297901,33021,197616.912,203222.439,W01000601,399811.0,Pembrokeshire,W06000009,Pembrokeshire 013,W02000138,Pembrokeshire 013B,603.0,1999726.2,3421.6020865728046,3316.295522,3098.5,2011.0,3316.2955223880604,57888.5
297989,34726,211807.756,200462.023,W01000610,399908.0,Pembrokeshire,W06000009,Pembrokeshire 016,W02000141,Pembrokeshire 016A,858.0,3333133.7,3914.6020053899992,3884.7712119999997,2894.1,2018.0,3884.7712121212126,274765.65032250003
