,Model,Feature Variables,Explained Variance Score,MAE,MSE,R2-score
LassoLars_Year_Price,LassoLars,"Year, Price",0.2026216485521949,541.0286662399454,610408.9199027183,0.20261592257122918
LassoLars_Year_Price_X_Y,LassoLars,"Year, Price, X, Y",0.20365552882149807,540.6129937905329,609617.4499968188,0.20364982866295034
