,Model,Feature Variables,Explained Variance Score,MAE,MSE,R2-score
MultipleLinear_Year_Price,Multivariable Linear,"Year, Price",0.21080228305646043,532.9167982719696,604146.1307843181,0.2107970748455149
MultipleLinear_Year_Price_X_Y,Multivariable Linear,"Year, Price, X, Y",0.21690831163642832,531.9332870254896,599471.6685177921,0.2169033777849665
